price,cost,sales,profit_margin,inventory,discount_percentage,delivery_days,category,material,color,location,season,store_type,brand,revenue
218.5430534813131,181.6109315609271,40.0,16.89924311574788,105.0,27.79643342252926,9.0,Bed,Plastic,Red,Rural,Spring,Online,BrandA,3949.165238422572
477.8214378844623,385.0338270000528,7.0,19.418888213811293,192.0,26.94371504138636,6.0,Chair,Glass,Blue,Rural,Summer,Online,BrandD,-3521.002257553382
379.3972738151323,276.7367651620845,32.0,27.05884194177706,59.0,21.94813021558405,2.0,Table,Metal,Black,Suburban,Fall,Online,BrandD,14285.560218531968
319.3963178886665,281.8413339033847,48.0,11.758114255522672,45.0,11.009944418046624,2.0,Table,Glass,Green,Rural,Summer,Retail,BrandD,12261.07370297016
120.20838819909643,69.74368145421383,19.0,41.98101937886389,35.0,3.183762556947073,9.0,Chair,Glass,Brown,Rural,Fall,Online,BrandD,-4588.255733260207
120.1975341512912,65.35208253572743,6.0,45.62943158761514,185.0,20.6593515679317,8.0,Table,Plastic,Brown,Urban,Fall,Retail,BrandB,9136.301617300403
76.13762547568976,64.076267302059,20.0,15.841521321783114,165.0,29.35962244013895,9.0,Sofa,Glass,Green,Suburban,Summer,Online,BrandA,4128.412805176245
439.7792655987208,297.1412263381615,27.0,32.43400733465007,10.0,21.79813311995607,4.0,Sofa,Wood,White,Urban,Winter,Retail,BrandC,9516.966398265264
320.501755284444,268.8328794200689,22.74770642201835,16.121245831717573,11.0,27.861881078320067,4.0,Bed,Fabric,Brown,Suburban,Spring,Retail,BrandD,8882.539029352223
368.63266000822045,316.0052171914995,37.0,14.276391792183402,169.0,24.129141388665506,2.0,Sofa,Fabric,Black,Urban,Spring,Retail,BrandD,8946.637741278517
59.263022433111104,31.112081525261612,48.0,47.50169625523715,38.0,4.893440253500363,1.0,Sofa,Plastic,Green,Urban,Spring,Online,BrandB,1201.7317505537335
486.45943347289744,415.13762397463546,7.0,14.66140948055756,198.0,7.476113117738619,4.0,Desk,Fabric,White,Rural,Fall,Retail,BrandB,1782.7705141267547
424.59918836018977,288.44195699460033,5.0,32.067237785223114,99.95412844036697,10.25596805287051,8.0,Desk,Wood,Blue,Rural,Fall,Retail,BrandB,-1043.2643163100413
145.55259980522428,102.49421022245916,11.0,29.58270043983071,35.0,5.047813330140124,2.0,Desk,Plastic,Blue,Suburban,Summer,Online,BrandA,1003.510253551162
131.82123524319528,98.94989714417464,15.0,24.936299556271592,51.0,17.449539980190202,8.0,Desk,Metal,Black,Suburban,Winter,Retail,BrandC,-1415.105421091235
132.53202943404523,115.37616147795838,3.0,12.944695730796528,30.0,29.26351572404854,1.0,Table,Fabric,Black,Suburban,Summer,Retail,BrandA,1398.5169251787192
186.909009331792,94.88369277476006,5.0,49.23535622280944,32.0,22.84376500308476,1.0,Bed,Glass,Black,Rural,Summer,Online,BrandD,603.6743864083217
286.140394234507,197.64786832229743,23.0,30.926261267287316,140.0,12.701602472023856,4.0,Bed,Wood,Brown,Urban,Winter,Retail,BrandB,2242.9353148063897
244.3752583889521,189.4125299219745,37.0,22.49111830277757,145.0,0.1351344294086598,7.0,Sofa,Wood,Black,Suburban,Fall,Online,BrandD,8595.562314842968
181.05311308911885,142.8658943615316,9.0,21.09172169207086,168.0,9.398280334145362,9.0,Bed,Fabric,Green,Rural,Summer,Online,BrandC,4191.031415730196
325.33380262507075,252.78858506979688,15.0,22.298702738515686,57.0,15.802778630766458,5.0,Sofa,Metal,Green,Rural,Summer,Online,BrandC,-7173.239161972418
112.77223729341884,62.45033877238309,3.0,44.62259482367512,183.0,9.727526215559118,2.0,Bed,Glass,White,Urban,Fall,Retail,BrandA,3196.398403975917
181.46509184084815,112.46448509666884,29.0,38.024176465132754,151.0,3.3310476907157858,7.0,Chair,Metal,Green,Urban,Spring,Online,BrandA,-1044.709669183213
266.5850897123289,138.2612678491925,6.0,35.651378983319454,127.0,13.282948705856835,2.0,Chair,Metal,Brown,Rural,Winter,Retail,BrandB,-1176.4811192042946
255.23149289766616,209.74283023222108,17.0,17.822511692819795,30.0,7.597584508971487,9.0,Bed,Fabric,Blue,Urban,Winter,Retail,BrandB,-10139.130422505965
403.3291826268561,246.63738790947937,26.0,38.849605103417886,54.0,27.276971293845044,9.0,Table,Glass,White,Urban,Spring,Retail,BrandD,10454.45168163862
139.85320197126188,81.7137065328579,21.0,41.57180144531188,9.0,3.052635855030472,3.0,Sofa,Fabric,Green,Rural,Winter,Retail,BrandB,-853.9161998217528
281.4054972861252,248.47520301227496,8.0,11.702079238476152,187.0,1.4745788617413114,8.0,Bed,Fabric,Black,Suburban,Spring,Online,BrandB,-281.0040996531029
316.5865559879191,159.41567675748442,21.0,49.64546859546123,129.0,0.1594250746458614,4.0,Sofa,Wood,Green,Suburban,Summer,Online,BrandD,7091.019255899917
70.90268572399897,63.7506142777079,11.0,10.087165772720866,14.0,9.842090534569731,3.0,Desk,Fabric,Red,Rural,Winter,Retail,BrandC,-9150.835909226422
323.39518335564725,249.24989089502157,38.0,22.927148045704172,2.0,19.811605146026658,1.0,Bed,Plastic,White,Suburban,Winter,Retail,BrandB,10164.656773109367
126.7358556592812,105.36663405089224,8.0,16.861228022035306,42.0,21.91241258645378,5.0,Table,Glass,Brown,Rural,Summer,Online,BrandB,4032.952493415017
79.27321684337578,48.97877933881439,42.0,38.215224146152266,158.0,13.597850501451694,4.0,Desk,Wood,Green,Rural,Fall,Online,BrandD,3747.7447716268753
476.998491764,241.23059222454816,24.0,49.427388893317605,197.0,20.529859513658,1.0,Bed,Glass,Green,Urban,Fall,Online,BrandD,7128.460235926383
484.5344148835517,385.2764776164235,35.0,20.485219257538787,66.0,10.797421086460904,8.0,Chair,Wood,Brown,Suburban,Summer,Retail,BrandD,15333.367415007257
413.7788066524075,344.949945695201,14.0,16.634216119972965,55.0,20.03418659959851,8.0,Bed,Plastic,Blue,Rural,Winter,Online,BrandD,4254.880380621328
187.0761961280168,148.94828129978913,14.0,20.380954721859236,62.0,1.2178795590712022,8.0,Chair,Fabric,Black,Suburban,Winter,Online,BrandD,6379.848367782289
93.95245130287272,52.34467951592973,10.0,44.28598850796646,99.95412844036697,11.722589537010125,3.0,Chair,Wood,Black,Suburban,Winter,Online,BrandB,7104.43899508428
357.9048619304706,286.814637561212,12.0,19.862883109721245,108.0,23.72549032899537,6.0,Bed,Wood,Blue,Suburban,Spring,Retail,BrandA,1221.715009452996
248.06862218282055,200.33255714037975,38.0,19.243088715694352,115.0,24.09018091377004,7.0,Bed,Wood,Blue,Rural,Fall,Online,BrandA,8313.3599592323
104.91720568015047,80.09549513258224,44.0,23.6583793731978,91.0,21.48446336627084,9.0,Chair,Plastic,Red,Urban,Winter,Online,BrandA,286.6430253841245
272.8296095500716,220.0224491009193,46.0,19.355362688176548,137.0,6.127158617095932,5.0,Sofa,Glass,Brown,Suburban,Fall,Online,BrandB,13864.732802657478
65.47483450184828,54.89204375671003,34.0,16.163142412890725,165.0,7.416153567918997,9.0,Desk,Plastic,White,Rural,Fall,Retail,BrandC,4361.671545903762
459.1941809354519,342.30246593008326,41.0,25.45583543050166,46.0,29.882661817935368,6.0,Table,Wood,Black,Suburban,Winter,Retail,BrandB,12366.994445216056
166.4509917200076,89.12483286453208,10.0,46.45581144121284,56.0,3.1013402160587966,4.0,Bed,Wood,Blue,Urban,Summer,Online,BrandA,4207.9727049410585
348.1350279592919,241.97164244053505,17.0,30.49488761331156,49.0,5.419880967072281,1.0,Desk,Fabric,Blue,Suburban,Summer,Retail,BrandA,5613.49514723191
190.2699842402349,101.04472719380986,17.0,46.8940266131358,70.0,3.900787669503978,1.0,Desk,Plastic,Brown,Rural,Fall,Retail,BrandD,2868.091035786748
284.0306095300149,188.31718297054783,3.0,33.69827875870278,142.0,9.829648910508467,5.0,Sofa,Plastic,White,Suburban,Spring,Online,BrandD,-3633.489373388463
296.01962570447586,196.21441706537053,31.0,33.7157404349749,145.0,6.305275057017701,3.0,Desk,Metal,Blue,Suburban,Fall,Retail,BrandD,9457.812110804858
133.18450498648718,70.10884785966489,1.0,47.35960623439034,81.0,14.930638786433164,5.0,Bed,Glass,Red,Suburban,Fall,Online,BrandB,-2776.2784222346827
486.31308249405134,311.01093689179305,12.0,36.04717864122083,115.0,14.280621206403596,5.0,Desk,Metal,White,Urban,Summer,Retail,BrandC,9350.783461772764
398.80977051250153,217.11173577876605,39.0,45.56007604834741,104.0,27.04516858353909,1.0,Bed,Metal,Red,Suburban,Winter,Retail,BrandC,7131.087512797715
472.7745237038851,389.2324684330704,4.0,17.670591599631113,87.0,1.0421984233434445,8.0,Bed,Glass,Green,Rural,Winter,Online,BrandD,3215.5877180797347
452.672307692442,397.9330041205537,22.74770642201835,12.092478961421168,1.0,9.5963873000329,5.0,Chair,Fabric,Black,Suburban,Spring,Online,BrandC,15884.63337785252
319.0549904649883,168.75666816204742,13.0,47.107340989682456,103.0,17.899736759912706,5.0,Sofa,Fabric,Blue,Suburban,Summer,Online,BrandA,4736.892708187904
464.84340576040256,410.0133052206122,34.0,11.795391708331946,83.0,18.144052855318915,9.0,Table,Glass,White,Suburban,Summer,Retail,BrandA,12645.564754526838
89.82162592336377,63.68628489045335,42.0,29.096936026530194,42.0,14.403786870426275,8.0,Chair,Glass,Red,Urban,Fall,Retail,BrandD,-860.8870164030222
138.19228808861533,85.6552106320129,21.0,38.01737288184505,153.0,24.469966224439013,1.0,Table,Plastic,Black,Rural,Summer,Retail,BrandD,7660.836636876803
70.35228000974213,37.33910890165448,22.0,46.92551698895346,70.0,1.881665142433764,3.0,Bed,Plastic,Black,Suburban,Fall,Retail,BrandD,-2917.2175595674053
196.39864884346892,137.52809635264674,4.0,29.975029277183285,165.0,24.46463296740408,7.0,Chair,Plastic,Blue,Rural,Spring,Online,BrandC,3806.273206777204
224.9047803602669,183.9285277907373,18.0,18.219378220370057,93.0,14.842627213071108,1.0,Desk,Plastic,Black,Rural,Summer,Online,BrandB,-5044.485258139035
172.10706429825316,134.73136327207257,5.0,21.716540909332068,41.0,4.012820852310065,1.0,Desk,Wood,Blue,Urban,Summer,Online,BrandD,-618.6064821447723
422.9318791183682,219.96281212281576,19.0,47.99095954144105,132.0,26.57105740621433,5.0,Table,Wood,Green,Rural,Fall,Online,BrandC,13546.46434519777
210.5389970121152,111.40897022553789,2.0,47.08392658528387,138.0,19.476863386228903,9.0,Bed,Fabric,Blue,Suburban,Summer,Online,BrandD,-1038.177118445388
176.42052935932134,116.64031179437158,12.0,33.88506869469452,64.0,4.906370604724178,6.0,Table,Wood,Brown,Urban,Winter,Retail,BrandB,2495.540318064688
294.21323742121183,181.8579676040277,17.0,38.18838023808227,33.0,15.145960706150106,2.0,Sofa,Wood,Red,Urban,Spring,Retail,BrandD,12964.18790585263
113.4159012386432,67.25038159257507,10.0,40.70462707775808,119.0,4.233289449979479,9.0,Desk,Plastic,Brown,Rural,Winter,Online,BrandA,372.0315387720058
410.9886413393178,251.6901835563501,34.0,38.75982004365145,0.0,18.263938805411808,6.0,Chair,Plastic,Black,Urban,Fall,Retail,BrandD,12716.512327472245
83.54778965589688,68.62557771959288,6.0,17.860690268124614,129.0,5.378887057801453,5.0,Chair,Glass,Black,Rural,Fall,Retail,BrandA,3497.5175132138784
494.0991214702328,430.70186671311376,8.0,12.83087785472584,147.0,6.772892246250843,5.0,Chair,Plastic,Black,Rural,Fall,Retail,BrandA,-3213.388676597448
397.5101461834959,263.16804562014033,11.0,33.79589221889734,60.0,0.7541917726894254,4.840182648401827,Desk,Glass,Blue,Urban,Spring,Online,BrandC,1912.0744745219336
139.4220566903776,120.24377214802551,12.0,13.755559914700122,148.0,21.687920167158108,6.0,Bed,Glass,White,Suburban,Summer,Retail,BrandC,1959.565084405242
52.48495270562108,32.99195102283277,9.0,37.14017195008472,87.0,24.31093199278311,4.0,Desk,Wood,Blue,Rural,Winter,Online,BrandA,-7621.761555910411
416.95764280467534,287.940438510686,2.0,30.942520546248325,67.0,23.90544530316369,2.0,Desk,Plastic,Red,Urban,Summer,Retail,BrandA,7483.586849096247
368.0858047314277,217.32212858721,8.0,40.95884008736002,126.0,3.827044540928527,3.0,Chair,Wood,Blue,Urban,Fall,Retail,BrandD,6614.064716546391
378.0532256184443,285.8802262795872,11.0,24.38095831296624,139.0,27.09903382166278,9.0,Desk,Plastic,Black,Rural,Summer,Online,BrandD,6069.066795670398
397.0716560086756,354.02608904581035,36.0,10.840755393007637,21.0,20.1683648842224,9.0,Chair,Wood,Green,Rural,Spring,Online,BrandA,18011.578883227136
83.32009328034067,61.7732870627207,10.0,25.86027615826485,147.0,26.92585867130593,6.0,Bed,Wood,Red,Rural,Fall,Online,BrandC,4225.084329274747
211.30957784492267,135.898606146862,21.0,35.68743663545805,81.0,13.414815135919907,9.0,Sofa,Wood,Brown,Rural,Summer,Online,BrandD,2692.766547622893
102.14107678630836,77.53804699092568,20.0,24.08730216037887,128.0,13.108645832510932,4.0,Chair,Fabric,Green,Suburban,Winter,Retail,BrandD,-6386.182651359279
438.3965416440171,240.75347095631332,48.0,45.0831728613845,29.0,23.53609556054686,5.0,Table,Wood,Red,Suburban,Fall,Online,BrandD,12684.26589973501
330.48415707240105,282.7171773626987,8.0,14.453636789384058,125.0,2.798935664302306,6.0,Sofa,Metal,Red,Suburban,Fall,Online,BrandC,-691.3137202805633
198.90411118369207,139.4782420241035,36.0,29.87664196880656,96.0,15.626221099046573,9.0,Bed,Metal,Black,Suburban,Spring,Retail,BrandA,9135.56649050189
78.60125762871064,53.42841075013634,29.0,32.02601031841433,23.0,25.09152706893677,5.0,Sofa,Metal,Brown,Urban,Spring,Retail,BrandD,2111.9631769426373
189.942044772048,139.4831647375459,42.0,26.565408461859224,13.0,24.90577689208714,8.0,Chair,Glass,Blue,Rural,Winter,Retail,BrandC,-1836.6746907429488
196.33249491203617,147.23239728090715,12.0,25.008645488423905,35.0,28.68398569027107,1.0,Bed,Wood,Brown,Urban,Summer,Online,BrandC,6005.858577793301
378.3227802521288,200.0231591526454,14.0,47.12896775093947,196.0,20.948177805916394,5.0,Table,Metal,Black,Urban,Summer,Online,BrandC,10833.814677976816
336.9008621098459,260.4401631833996,48.0,22.69531115106391,23.0,6.2331188831918505,1.0,Chair,Glass,Black,Suburban,Fall,Retail,BrandC,22540.963451933017
449.24573415934697,268.0975772155753,21.0,40.32273278737881,187.0,0.6084094468374246,6.0,Chair,Metal,Black,Urban,Fall,Retail,BrandD,3727.1236870369967
262.4967163228772,206.21244681866008,22.0,21.44189469973641,94.0,14.382473958813058,7.0,Bed,Plastic,Green,Suburban,Summer,Retail,BrandA,6552.201441273393
103.81741067223577,86.06607835243275,21.0,17.098608224632123,54.0,15.411115968676668,5.0,Bed,Fabric,Brown,Rural,Summer,Online,BrandA,-3187.673543594962
370.9601542503477,304.7747059141988,44.0,17.841659697899193,23.0,7.207877534967944,1.0,Sofa,Wood,Brown,Suburban,Summer,Retail,BrandC,24841.68273121529
392.3532718776039,282.88686085001257,30.0,27.89996130368444,151.0,3.740923413708096,6.0,Table,Fabric,Red,Rural,Fall,Online,BrandA,11483.156834032425
302.5747389062733,214.2434771942686,39.0,29.193204307569943,181.0,17.58624498571527,5.0,Sofa,Fabric,White,Suburban,Spring,Online,BrandD,7874.232694609395
396.9352309795525,221.15261657605024,20.0,44.28496154642353,25.0,22.92767022072424,6.0,Sofa,Plastic,Blue,Urban,Spring,Retail,BrandA,3347.469841179592
272.20801836397584,220.52618484093784,24.0,18.98615398387457,193.0,29.794623107704812,7.0,Chair,Plastic,Black,Urban,Winter,Online,BrandA,6256.687610145913
285.2297732218973,173.58050102499342,23.0,39.14362478213143,79.0,22.74907851631556,7.0,Bed,Plastic,Brown,Suburban,Summer,Online,BrandB,7645.951951601144
242.3934582613473,169.35501762644333,7.0,30.132183087282137,165.0,23.808972427667427,2.0,Chair,Glass,Brown,Rural,Summer,Online,BrandA,-6947.51055067155
61.43860703484283,37.705465231645455,9.0,38.62903628289933,64.0,18.493826346863923,3.0,Table,Metal,Red,Rural,Summer,Online,BrandA,7435.005784920507
98.551142146987,54.55114628360604,1.0,44.64686548001227,74.0,29.57767976910053,6.0,Sofa,Wood,Blue,Suburban,Winter,Online,BrandC,2423.96731870372
64.14313355903042,48.22428815345211,26.0,24.817692124330534,178.0,19.19869155343711,3.0,Table,Plastic,White,Urban,Summer,Online,BrandC,8291.662841777335
336.3846850687012,175.50292830356827,38.0,47.82671860708385,162.0,25.80759859199113,2.0,Bed,Wood,White,Rural,Spring,Retail,BrandB,18037.26454537536
191.460191484347,153.06439969403192,38.0,20.054190634952,42.0,28.37353938722867,4.0,Bed,Wood,Black,Suburban,Summer,Online,BrandD,4714.10258184254
278.85681102411627,174.8529018920117,44.0,37.29652818955534,28.0,27.895755015016828,5.0,Desk,Wood,White,Rural,Winter,Retail,BrandB,13131.509610759826
458.40491326674186,229.22715420738643,22.0,49.994612279820586,164.0,11.442460313500696,9.0,Table,Plastic,White,Urban,Fall,Online,BrandA,6052.029339088223
162.18150311699372,114.2490283938525,44.0,29.55483443051081,80.0,2.3598617494277594,3.0,Chair,Plastic,Blue,Rural,Fall,Retail,BrandA,4628.999013765499
234.6723153660334,121.7340960244128,10.0,48.12592365889587,185.0,5.156211076177405,3.0,Table,Metal,Blue,Suburban,Spring,Retail,BrandD,10087.614319707283
389.9980123443719,238.0812376202559,6.0,38.95321768716401,53.0,1.7766991618982242,6.0,Sofa,Plastic,Black,Rural,Spring,Retail,BrandD,-1397.1052239469043
152.9591744712301,119.73500319233358,17.0,21.72094050177136,38.0,3.1619080448742007,5.0,Bed,Plastic,Brown,Rural,Spring,Online,BrandC,3500.430437626573
84.64095942295685,44.44292359945317,38.0,47.49241513512536,41.0,5.539537376810929,6.0,Bed,Wood,Red,Urban,Fall,Online,BrandA,-1500.5982474658672
180.3881538111956,150.75676532910646,24.0,16.426460305759903,155.0,10.232829497622053,7.0,Table,Metal,Black,Urban,Summer,Online,BrandA,608.2776641163023
122.54957926430198,61.4620415980036,10.0,49.84720309365668,28.0,16.306189397252275,3.0,Table,Fabric,Green,Urban,Winter,Online,BrandA,-1499.9397992586848
468.36394355415786,280.4233320741584,8.0,40.1270452319239,170.0,21.35046178065258,5.0,Table,Plastic,White,Urban,Winter,Online,BrandA,10182.657769681497
413.65417080398765,329.4183065991523,21.0,20.36383775391715,130.0,6.327820083195358,8.0,Sofa,Plastic,Red,Suburban,Summer,Online,BrandA,10705.898133295288
335.03169042969057,209.9000543733497,6.0,37.34919401082772,137.0,20.175672127144185,4.0,Sofa,Fabric,Brown,Rural,Fall,Retail,BrandA,5813.91488382209
442.15726558447295,239.0996166686927,21.0,45.924304477359456,186.0,21.12777223507259,2.0,Chair,Wood,Brown,Rural,Fall,Online,BrandA,-1710.5889917907643
411.6524346046015,265.1426851828417,39.0,35.5906432479829,141.0,16.758670105985683,4.0,Table,Metal,Blue,Rural,Winter,Online,BrandA,13537.175666930789
133.95652649871613,81.4666414224155,24.0,39.18426854461899,174.0,27.10853609396132,2.0,Chair,Wood,Green,Rural,Spring,Online,BrandC,430.9556555871293
451.65154932049,378.0706291568977,33.0,16.291523913577805,41.0,3.32984441765432,3.0,Desk,Glass,Brown,Suburban,Spring,Retail,BrandB,16869.819748362057
292.7040088620428,183.0392810893192,18.0,37.46608329659428,93.0,5.313643728072584,4.0,Sofa,Plastic,Green,Urban,Winter,Retail,BrandA,17021.343034670943
413.34806982382815,337.1155206838958,28.0,18.44270112895972,159.0,12.859944731684545,4.0,Bed,Glass,White,Rural,Winter,Retail,BrandC,-1867.42040324124
453.24108496557193,388.3137819086216,32.0,14.325114207570614,31.0,3.8013820570271664,9.0,Desk,Plastic,Blue,Rural,Summer,Retail,BrandA,15949.61882095223
193.10156373733875,130.0591107073594,12.0,32.647303216938816,169.0,16.98888431172262,6.0,Bed,Glass,Red,Urban,Summer,Online,BrandD,12947.47719524425
99.52336603745454,85.98592485036438,48.0,13.602274245824326,159.0,11.952013998282732,9.0,Desk,Fabric,Blue,Urban,Summer,Online,BrandA,1657.2200967081776
152.57082314387375,99.31250200402044,42.0,34.907277841472286,25.0,8.537873836077553,4.0,Chair,Plastic,White,Rural,Summer,Retail,BrandB,6610.065056707202
242.19850488181532,214.49859286600065,27.0,11.43686334039566,114.0,5.099694390529118,9.0,Chair,Plastic,Brown,Urban,Summer,Retail,BrandC,9588.72191743704
418.1066446651219,223.9863397338135,10.0,46.42841901897709,128.0,10.060147150446308,9.0,Sofa,Glass,Green,Rural,Summer,Online,BrandD,-7019.008686471715
437.32876246535454,338.84569547656474,46.0,22.519229339870297,55.0,18.23878052497026,6.0,Bed,Metal,White,Rural,Spring,Retail,BrandD,17778.926803796938
53.12845873903581,37.058460918786906,42.0,30.24743838172285,121.0,17.273556326682346,5.0,Desk,Glass,Brown,Rural,Winter,Retail,BrandA,-2124.3697029991235
279.8362861599046,183.30942390116496,32.0,34.494047781774114,105.0,4.908720006307014,3.0,Table,Plastic,Black,Rural,Fall,Retail,BrandB,18754.040957614478
